index,City,Date,Card Type,Exp Type,Gender,Amount
21413,"Surat, India",19-Aug-14,Gold,Entertainment,F,130992
21512,"Jaipur, India",19-Aug-14,Signature,Food,M,270780
21838,"Kolkata, India",19-Aug-14,Platinum,Bills,F,66992
22295,"Kolkata, India",19-Aug-14,Signature,Grocery,M,31481
22311,"Kolkata, India",19-Aug-14,Gold,Fuel,F,178453
22722,"Pune, India",19-Aug-14,Gold,Fuel,M,147385
23015,"Chennai, India",19-Aug-14,Platinum,Bills,M,101196
23840,"Kanpur, India",19-Aug-14,Platinum,Food,F,52143
24918,"Lucknow, India",19-Aug-14,Signature,Entertainment,M,250940
25644,"Chennai, India",19-Aug-14,Gold,Travel,M,207926
955,"Ahmedabad, India",18-Aug-14,Silver,Bills,F,274636
2976,"Delhi, India",18-Aug-14,Signature,Food,M,67899
3432,"Bengaluru, India",18-Aug-14,Signature,Grocery,M,126567
3476,"Bengaluru, India",18-Aug-14,Silver,Food,M,88101
3569,"Ahmedabad, India",18-Aug-14,Gold,Food,M,187789
4013,"Bengaluru, India",18-Aug-14,Platinum,Bills,F,113326
4037,"Greater Mumbai, India",18-Aug-14,Platinum,Bills,M,249645
4207,"Greater Mumbai, India",18-Aug-14,Silver,Entertainment,F,203407
4333,"Delhi, India",18-Aug-14,Silver,Bills,M,195173
4458,"Ahmedabad, India",18-Aug-14,Silver,Fuel,F,133027
4554,"Ahmedabad, India",18-Aug-14,Silver,Entertainment,F,298417
4562,"Bengaluru, India",18-Aug-14,Silver,Entertainment,M,229737
4771,"Delhi, India",18-Aug-14,Gold,Entertainment,F,241234
4812,"Delhi, India",18-Aug-14,Platinum,Food,F,244981
4815,"Bengaluru, India",18-Aug-14,Platinum,Bills,F,288011
5150,"Greater Mumbai, India",18-Aug-14,Gold,Bills,M,169137
5952,"Ahmedabad, India",18-Aug-14,Platinum,Fuel,M,71360
6078,"Delhi, India",18-Aug-14,Platinum,Fuel,M,98575
6417,"Greater Mumbai, India",18-Aug-14,Platinum,Fuel,F,221674
6675,"Bengaluru, India",18-Aug-14,Silver,Food,M,203688
7035,"Ahmedabad, India",18-Aug-14,Silver,Grocery,F,125145
8271,"Ahmedabad, India",18-Aug-14,Silver,Grocery,F,193629
8322,"Ahmedabad, India",18-Aug-14,Gold,Food,F,297400
8870,"Bengaluru, India",18-Aug-14,Gold,Entertainment,M,254981
11204,"Delhi, India",18-Aug-14,Platinum,Food,M,145776
11241,"Bengaluru, India",18-Aug-14,Platinum,Entertainment,F,98048
11552,"Greater Mumbai, India",18-Aug-14,Gold,Fuel,F,153475
11747,"Ahmedabad, India",18-Aug-14,Gold,Entertainment,M,294885
12522,"Greater Mumbai, India",18-Aug-14,Platinum,Entertainment,F,297231
12729,"Delhi, India",18-Aug-14,Platinum,Entertainment,M,265498
13766,"Bengaluru, India",18-Aug-14,Signature,Fuel,M,14794
13783,"Greater Mumbai, India",18-Aug-14,Gold,Entertainment,F,195345
14415,"Parli, India",18-Aug-14,Platinum,Food,F,248500
14648,"Sindhnur, India",18-Aug-14,Signature,Fuel,F,86748
15001,"Sillod, India",18-Aug-14,Silver,Entertainment,F,209186
15038,"Haldwani-cum-Kathgodam, India",18-Aug-14,Gold,Entertainment,F,73140
15418,"Baharampur, India",18-Aug-14,Gold,Fuel,M,197076
15971,"Tirukalukundram, India",18-Aug-14,Silver,Bills,M,47915
17080,"Kyathampalle, India",18-Aug-14,Signature,Entertainment,M,143386
17339,"Manendragarh, India",18-Aug-14,Signature,Fuel,M,271924
17401,"Naidupet, India",18-Aug-14,Platinum,Entertainment,F,293676
18035,"Dhule, India",18-Aug-14,Silver,Grocery,F,231509
18798,"Malpura, India",18-Aug-14,Signature,Bills,F,56319
18833,"Naharlagun, India",18-Aug-14,Silver,Bills,F,125915
19265,"Saharsa, India",18-Aug-14,Platinum,Bills,F,267205
19975,"Raurkela, India",18-Aug-14,Gold,Grocery,M,229943
20511,"Kanpur, India",18-Aug-14,Gold,Food,F,151924
20815,"Surat, India",18-Aug-14,Gold,Food,M,7880
21937,"Kanpur, India",18-Aug-14,Gold,Entertainment,M,136810
22232,"Lucknow, India",18-Aug-14,Silver,Grocery,F,91221
22758,"Hyderabad, India",18-Aug-14,Gold,Entertainment,M,14680
23081,"Jaipur, India",18-Aug-14,Signature,Grocery,M,90142
23594,"Jaipur, India",18-Aug-14,Platinum,Bills,M,166435
23896,"Kanpur, India",18-Aug-14,Platinum,Fuel,M,82645
1089,"Greater Mumbai, India",17-Aug-14,Silver,Food,F,177031
1699,"Ahmedabad, India",17-Aug-14,Platinum,Fuel,F,269743
2793,"Bengaluru, India",17-Aug-14,Platinum,Bills,M,244187
2969,"Ahmedabad, India",17-Aug-14,Silver,Food,M,217636
3233,"Greater Mumbai, India",17-Aug-14,Signature,Fuel,F,190466
3325,"Bengaluru, India",17-Aug-14,Platinum,Entertainment,M,148444
3555,"Bengaluru, India",17-Aug-14,Signature,Entertainment,F,146154
3623,"Bengaluru, India",17-Aug-14,Gold,Entertainment,M,63074
3722,"Bengaluru, India",17-Aug-14,Gold,Bills,F,40911
3878,"Greater Mumbai, India",17-Aug-14,Gold,Grocery,M,69490
4521,"Bengaluru, India",17-Aug-14,Signature,Food,F,286474
4870,"Greater Mumbai, India",17-Aug-14,Platinum,Entertainment,F,190575
5187,"Greater Mumbai, India",17-Aug-14,Silver,Grocery,F,262366
6219,"Bengaluru, India",17-Aug-14,Signature,Grocery,F,288716
6606,"Ahmedabad, India",17-Aug-14,Platinum,Food,M,132363
7466,"Ahmedabad, India",17-Aug-14,Signature,Bills,F,167629
7546,"Greater Mumbai, India",17-Aug-14,Silver,Fuel,F,207896
8542,"Bengaluru, India",17-Aug-14,Silver,Entertainment,F,12770
9990,"Delhi, India",17-Aug-14,Platinum,Entertainment,M,107014
10318,"Ahmedabad, India",17-Aug-14,Signature,Food,F,109286
10611,"Delhi, India",17-Aug-14,Gold,Fuel,F,290067
11565,"Bengaluru, India",17-Aug-14,Signature,Entertainment,M,202552
11854,"Delhi, India",17-Aug-14,Gold,Fuel,M,62319
11865,"Delhi, India",17-Aug-14,Platinum,Grocery,F,133675
13882,"Ahmedabad, India",17-Aug-14,Gold,Grocery,F,21970
14838,"Paravoor, India",17-Aug-14,Gold,Fuel,F,189783
15218,"Firozpur Cantt., India",17-Aug-14,Platinum,Fuel,F,13133
15390,"Sehore, India",17-Aug-14,Signature,Fuel,M,101334
16418,"Jind, India",17-Aug-14,Signature,Bills,F,296684
16576,"Robertsganj, India",17-Aug-14,Gold,Entertainment,F,68769
17505,"Palasa Kasibugga, India",17-Aug-14,Gold,Bills,F,231208
18043,"Kurnool, India",17-Aug-14,Gold,Grocery,F,91854
18254,"Mudhol, India",17-Aug-14,Signature,Entertainment,F,264537
19082,"Virudhunagar, India",17-Aug-14,Signature,Fuel,F,220333
19123,"Thiruvarur, India",17-Aug-14,Platinum,Fuel,F,234911
20287,"Chennai, India",17-Aug-14,Silver,Bills,M,78999
20622,"Kanpur, India",17-Aug-14,Silver,Food,F,54329
22062,"Kolkata, India",17-Aug-14,Gold,Bills,M,8490
22861,"Lucknow, India",17-Aug-14,Silver,Entertainment,M,260589
22945,"Kolkata, India",17-Aug-14,Platinum,Grocery,M,276436
24212,"Chennai, India",17-Aug-14,Platinum,Grocery,F,70157
25064,"Kolkata, India",17-Aug-14,Signature,Fuel,M,126187
25068,"Jaipur, India",17-Aug-14,Silver,Grocery,M,87301
1272,"Bengaluru, India",16-Aug-14,Platinum,Food,F,206203
1454,"Greater Mumbai, India",16-Aug-14,Platinum,Food,M,120872
1796,"Ahmedabad, India",16-Aug-14,Platinum,Grocery,F,129704
2115,"Ahmedabad, India",16-Aug-14,Platinum,Fuel,M,38384
2249,"Greater Mumbai, India",16-Aug-14,Signature,Fuel,F,229651
2260,"Ahmedabad, India",16-Aug-14,Silver,Fuel,F,249341
2574,"Delhi, India",16-Aug-14,Silver,Fuel,F,92420
4048,"Bengaluru, India",16-Aug-14,Silver,Fuel,M,50043
4050,"Bengaluru, India",16-Aug-14,Signature,Fuel,M,203809
4199,"Bengaluru, India",16-Aug-14,Gold,Grocery,M,15340
4399,"Ahmedabad, India",16-Aug-14,Gold,Food,F,133648
4788,"Greater Mumbai, India",16-Aug-14,Silver,Entertainment,F,170835
5453,"Ahmedabad, India",16-Aug-14,Gold,Grocery,M,246068
5799,"Bengaluru, India",16-Aug-14,Silver,Entertainment,M,20195
6483,"Ahmedabad, India",16-Aug-14,Platinum,Bills,F,88538
7046,"Delhi, India",16-Aug-14,Platinum,Food,M,147996
9205,"Ahmedabad, India",16-Aug-14,Silver,Entertainment,M,84733
9486,"Greater Mumbai, India",16-Aug-14,Signature,Grocery,F,81820
9588,"Ahmedabad, India",16-Aug-14,Gold,Bills,M,283973
9795,"Bengaluru, India",16-Aug-14,Signature,Entertainment,M,22457
9828,"Delhi, India",16-Aug-14,Platinum,Food,F,239487
9973,"Greater Mumbai, India",16-Aug-14,Platinum,Entertainment,M,20168
10767,"Bengaluru, India",16-Aug-14,Silver,Bills,F,227283
11833,"Greater Mumbai, India",16-Aug-14,Platinum,Grocery,M,53481
12507,"Ahmedabad, India",16-Aug-14,Platinum,Food,F,5066
13058,"Delhi, India",16-Aug-14,Platinum,Entertainment,F,196216
13310,"Ahmedabad, India",16-Aug-14,Platinum,Fuel,M,97745
13667,"Greater Mumbai, India",16-Aug-14,Platinum,Grocery,F,275325
14253,"Vijayawada, India",16-Aug-14,Platinum,Bills,F,168828
14720,"Malappuram, India",16-Aug-14,Signature,Bills,F,245619
14849,"Balaghat, India",16-Aug-14,Platinum,Fuel,M,283975
14931,"Muzaffarpur, India",16-Aug-14,Platinum,Fuel,M,126430
15663,"Parvathipuram, India",16-Aug-14,Gold,Entertainment,M,94531
16765,"Gurgaon, India",16-Aug-14,Platinum,Fuel,F,5084
16873,"Periyakulam, India",16-Aug-14,Gold,Grocery,M,270540
17117,"Patiala, India",16-Aug-14,Platinum,Fuel,M,146248
17417,"Mokokchung, India",16-Aug-14,Signature,Food,M,239663
17833,"Udhagamandalam, India",16-Aug-14,Silver,Entertainment,M,74318
18320,"Thirumangalam, India",16-Aug-14,Silver,Entertainment,M,205425
19736,"Sailu, India",16-Aug-14,Silver,Entertainment,M,106045
19990,"Ramnagar, India",16-Aug-14,Signature,Grocery,F,299510
20535,"Jaipur, India",16-Aug-14,Signature,Food,F,93576
20969,"Hyderabad, India",16-Aug-14,Gold,Entertainment,F,250909
21280,"Jaipur, India",16-Aug-14,Signature,Entertainment,F,54241
21380,"Kolkata, India",16-Aug-14,Signature,Fuel,F,44179
24710,"Pune, India",16-Aug-14,Signature,Fuel,M,96710
25753,"Chennai, India",16-Aug-14,Platinum,Travel,M,198706
14,"Greater Mumbai, India",15-Aug-14,Signature,Bills,F,302834
553,"Ahmedabad, India",15-Aug-14,Silver,Food,F,191618
987,"Bengaluru, India",15-Aug-14,Silver,Fuel,F,219889
1278,"Ahmedabad, India",15-Aug-14,Silver,Food,F,285069
3099,"Ahmedabad, India",15-Aug-14,Silver,Bills,M,66409
3326,"Ahmedabad, India",15-Aug-14,Signature,Food,M,14646
3827,"Delhi, India",15-Aug-14,Gold,Food,F,279576
4389,"Ahmedabad, India",15-Aug-14,Signature,Entertainment,F,196514
5280,"Bengaluru, India",15-Aug-14,Platinum,Fuel,F,29472
5414,"Ahmedabad, India",15-Aug-14,Silver,Grocery,M,256534
5962,"Greater Mumbai, India",15-Aug-14,Platinum,Food,F,191752
6538,"Delhi, India",15-Aug-14,Gold,Bills,M,142292
6769,"Greater Mumbai, India",15-Aug-14,Gold,Fuel,M,110678
6809,"Ahmedabad, India",15-Aug-14,Platinum,Food,M,17034
6997,"Ahmedabad, India",15-Aug-14,Silver,Bills,F,247302
7082,"Greater Mumbai, India",15-Aug-14,Gold,Food,M,173817
7149,"Bengaluru, India",15-Aug-14,Gold,Entertainment,F,97493
7580,"Delhi, India",15-Aug-14,Signature,Entertainment,F,65966
9914,"Greater Mumbai, India",15-Aug-14,Platinum,Fuel,M,106227
10825,"Ahmedabad, India",15-Aug-14,Signature,Fuel,F,180903
12306,"Delhi, India",15-Aug-14,Signature,Entertainment,F,173450
12583,"Delhi, India",15-Aug-14,Platinum,Fuel,F,221327
13028,"Greater Mumbai, India",15-Aug-14,Gold,Fuel,M,100728
13029,"Ahmedabad, India",15-Aug-14,Platinum,Fuel,M,157878
13100,"Bengaluru, India",15-Aug-14,Platinum,Grocery,F,286150
13252,"Delhi, India",15-Aug-14,Gold,Fuel,M,109626
13752,"Delhi, India",15-Aug-14,Silver,Food,F,113888
13914,"Delhi, India",15-Aug-14,Signature,Grocery,F,293794
14153,"Peddapuram, India",15-Aug-14,Silver,Grocery,F,45476
14394,"Rohtak, India",15-Aug-14,Gold,Grocery,M,292106
14568,"Suar, India",15-Aug-14,Silver,Food,F,163463
16061,"Gurgaon, India",15-Aug-14,Platinum,Bills,M,116166
16599,"Proddatur, India",15-Aug-14,Silver,Grocery,F,214909
17096,"Revelganj, India",15-Aug-14,Gold,Bills,M,216039
17441,"Kharagpur, India",15-Aug-14,Silver,Entertainment,M,22656
17614,"Sherkot, India",15-Aug-14,Signature,Bills,M,40959
18021,"Pathri, India",15-Aug-14,Platinum,Grocery,F,36645
18822,"Vellore, India",15-Aug-14,Platinum,Bills,M,256179
18964,"Shahpur, India",15-Aug-14,Gold,Entertainment,F,15336
19879,"Shahdol, India",15-Aug-14,Gold,Grocery,M,179857
19892,"Nadbai, India",15-Aug-14,Silver,Grocery,F,231524
20752,"Lucknow, India",15-Aug-14,Platinum,Fuel,F,244188
21781,"Hyderabad, India",15-Aug-14,Silver,Fuel,M,206646
22438,"Lucknow, India",15-Aug-14,Gold,Entertainment,F,169636
24111,"Jaipur, India",15-Aug-14,Signature,Grocery,F,54248
24850,"Pune, India",15-Aug-14,Silver,Grocery,F,60975
411,"Greater Mumbai, India",14-Aug-14,Signature,Bills,F,172386
960,"Greater Mumbai, India",14-Aug-14,Silver,Bills,F,234225
1492,"Bengaluru, India",14-Aug-14,Platinum,Food,M,171954
1891,"Delhi, India",14-Aug-14,Platinum,Entertainment,F,292348
2109,"Bengaluru, India",14-Aug-14,Silver,Fuel,F,262273
2693,"Greater Mumbai, India",14-Aug-14,Silver,Food,M,9128
3226,"Ahmedabad, India",14-Aug-14,Platinum,Fuel,F,188430
3395,"Ahmedabad, India",14-Aug-14,Silver,Bills,M,233712
3816,"Ahmedabad, India",14-Aug-14,Signature,Entertainment,M,101434
4573,"Bengaluru, India",14-Aug-14,Platinum,Food,M,100163
5922,"Greater Mumbai, India",14-Aug-14,Signature,Fuel,F,100748
5987,"Greater Mumbai, India",14-Aug-14,Gold,Entertainment,M,105690
6532,"Delhi, India",14-Aug-14,Platinum,Food,F,12337
7049,"Delhi, India",14-Aug-14,Silver,Bills,M,115137
7061,"Delhi, India",14-Aug-14,Signature,Food,M,134822
7194,"Ahmedabad, India",14-Aug-14,Platinum,Food,F,78965
7225,"Delhi, India",14-Aug-14,Gold,Grocery,M,240714
9166,"Bengaluru, India",14-Aug-14,Platinum,Entertainment,F,274158
9341,"Ahmedabad, India",14-Aug-14,Gold,Bills,F,215825
9616,"Ahmedabad, India",14-Aug-14,Gold,Food,M,62898
12143,"Ahmedabad, India",14-Aug-14,Signature,Grocery,M,164958
12646,"Ahmedabad, India",14-Aug-14,Signature,Fuel,M,276108
13468,"Bengaluru, India",14-Aug-14,Silver,Fuel,M,29461
13717,"Bengaluru, India",14-Aug-14,Gold,Fuel,F,103688
13855,"Ahmedabad, India",14-Aug-14,Silver,Entertainment,M,257433
14138,"Mungeli, India",14-Aug-14,Platinum,Fuel,M,102849
14387,"Loni, India",14-Aug-14,Signature,Food,F,121220
14906,"Laharpur, India",14-Aug-14,Signature,Bills,F,212177
15022,"Kendujhar, India",14-Aug-14,Signature,Grocery,F,169271
16224,"Nagpur, India",14-Aug-14,Silver,Bills,F,52194
16376,"Taliparamba, India",14-Aug-14,Platinum,Entertainment,F,242699
16845,"Kolkata, India",14-Aug-14,Silver,Entertainment,F,101610
17349,"Sheikhpura, India",14-Aug-14,Signature,Fuel,M,271137
17355,"Diphu, India",14-Aug-14,Platinum,Grocery,M,274535
17754,"Tarn Taran, India",14-Aug-14,Signature,Entertainment,M,152552
20128,"Surat, India",14-Aug-14,Gold,Food,M,243401
20432,"Kanpur, India",14-Aug-14,Signature,Fuel,F,186290
20603,"Chennai, India",14-Aug-14,Gold,Bills,F,127175
22373,"Pune, India",14-Aug-14,Platinum,Food,F,82542
23297,"Hyderabad, India",14-Aug-14,Platinum,Entertainment,F,78479
278,"Greater Mumbai, India",13-Aug-14,Silver,Bills,F,380409
590,"Greater Mumbai, India",13-Aug-14,Platinum,Food,F,109857
715,"Greater Mumbai, India",13-Aug-14,Silver,Food,F,217488
2015,"Bengaluru, India",13-Aug-14,Signature,Bills,M,147202
3346,"Greater Mumbai, India",13-Aug-14,Silver,Bills,F,5252
3450,"Bengaluru, India",13-Aug-14,Signature,Food,M,33621
4211,"Delhi, India",13-Aug-14,Silver,Bills,F,136014
4961,"Delhi, India",13-Aug-14,Gold,Entertainment,M,240656
5590,"Ahmedabad, India",13-Aug-14,Signature,Food,F,103568
5697,"Ahmedabad, India",13-Aug-14,Gold,Grocery,F,230433
6108,"Greater Mumbai, India",13-Aug-14,Gold,Grocery,M,77865
6687,"Bengaluru, India",13-Aug-14,Signature,Grocery,M,277816
6728,"Delhi, India",13-Aug-14,Platinum,Grocery,M,213619
7707,"Delhi, India",13-Aug-14,Platinum,Bills,M,181190
9494,"Delhi, India",13-Aug-14,Signature,Fuel,M,40938
10654,"Ahmedabad, India",13-Aug-14,Signature,Grocery,F,148146
12280,"Greater Mumbai, India",13-Aug-14,Platinum,Fuel,F,246458
12631,"Delhi, India",13-Aug-14,Gold,Food,M,150304
13061,"Ahmedabad, India",13-Aug-14,Platinum,Grocery,M,158529
14119,"Barpeta, India",13-Aug-14,Gold,Food,M,133742
14146,"Singrauli, India",13-Aug-14,Platinum,Grocery,F,87517
14687,"Nepanagar, India",13-Aug-14,Silver,Food,M,235763
16037,"Ichalkaranji, India",13-Aug-14,Signature,Grocery,M,76796
16130,"Samastipur, India",13-Aug-14,Gold,Entertainment,F,5059
16286,"Mahesana, India",13-Aug-14,Signature,Food,F,166777
17134,"Adilabad, India",13-Aug-14,Platinum,Bills,F,278085
17976,"Kagaznagar, India",13-Aug-14,Signature,Grocery,F,91278
18144,"Pipar City, India",13-Aug-14,Signature,Fuel,F,49690
20137,"Hyderabad, India",13-Aug-14,Gold,Grocery,F,271547
20338,"Jaipur, India",13-Aug-14,Signature,Bills,M,1351
20723,"Kolkata, India",13-Aug-14,Silver,Entertainment,M,145136
20959,"Chennai, India",13-Aug-14,Silver,Entertainment,F,53989
23173,"Surat, India",13-Aug-14,Gold,Grocery,F,299531
24261,"Lucknow, India",13-Aug-14,Gold,Grocery,M,195482
25852,"Lucknow, India",13-Aug-14,Platinum,Travel,M,183804
1080,"Bengaluru, India",12-Aug-14,Silver,Bills,F,94917
1926,"Delhi, India",12-Aug-14,Platinum,Entertainment,M,77702
3173,"Ahmedabad, India",12-Aug-14,Platinum,Bills,F,6774
3306,"Greater Mumbai, India",12-Aug-14,Gold,Bills,F,209144
5588,"Delhi, India",12-Aug-14,Platinum,Bills,F,154256
8128,"Delhi, India",12-Aug-14,Silver,Fuel,F,216274
8798,"Bengaluru, India",12-Aug-14,Signature,Fuel,F,84332
9052,"Delhi, India",12-Aug-14,Silver,Entertainment,M,107699
9139,"Delhi, India",12-Aug-14,Silver,Grocery,F,54197
10248,"Delhi, India",12-Aug-14,Silver,Bills,M,130726
11915,"Bengaluru, India",12-Aug-14,Gold,Entertainment,M,285606
12141,"Ahmedabad, India",12-Aug-14,Platinum,Entertainment,M,222396
12869,"Delhi, India",12-Aug-14,Gold,Food,M,50346
12963,"Greater Mumbai, India",12-Aug-14,Platinum,Fuel,F,279705
13260,"Bengaluru, India",12-Aug-14,Signature,Grocery,M,47395
13735,"Delhi, India",12-Aug-14,Signature,Fuel,F,115427
13876,"Delhi, India",12-Aug-14,Gold,Grocery,M,140577
13919,"Delhi, India",12-Aug-14,Signature,Entertainment,F,231765
14980,"Yavatmal, India",12-Aug-14,Gold,Food,M,290000
15264,"Muvattupuzha, India",12-Aug-14,Silver,Food,M,231933
15366,"Bathinda, India",12-Aug-14,Platinum,Fuel,M,185349
16708,"Palanpur, India",12-Aug-14,Platinum,Food,M,143688
17945,"Nanpara, India",12-Aug-14,Signature,Grocery,F,245049
22508,"Hyderabad, India",12-Aug-14,Platinum,Fuel,M,24878
22516,"Lucknow, India",12-Aug-14,Signature,Grocery,F,259118
23373,"Kolkata, India",12-Aug-14,Platinum,Grocery,F,71254
23690,"Kolkata, India",12-Aug-14,Platinum,Food,F,187067
25153,"Kanpur, India",12-Aug-14,Silver,Grocery,F,28483
25379,"Jaipur, India",12-Aug-14,Silver,Travel,F,260951
624,"Greater Mumbai, India",11-Aug-14,Platinum,Food,F,168495
1469,"Delhi, India",11-Aug-14,Platinum,Food,M,217111
1616,"Delhi, India",11-Aug-14,Signature,Fuel,F,74223
2655,"Bengaluru, India",11-Aug-14,Platinum,Fuel,F,241214
3502,"Bengaluru, India",11-Aug-14,Silver,Food,M,223847
4484,"Ahmedabad, India",11-Aug-14,Platinum,Grocery,M,185278
5068,"Delhi, India",11-Aug-14,Platinum,Entertainment,M,263221
5698,"Greater Mumbai, India",11-Aug-14,Silver,Bills,F,117259
6068,"Ahmedabad, India",11-Aug-14,Signature,Food,M,253853
7291,"Greater Mumbai, India",11-Aug-14,Gold,Grocery,F,262145
7650,"Delhi, India",11-Aug-14,Gold,Fuel,M,38820
7671,"Greater Mumbai, India",11-Aug-14,Silver,Food,M,128367
7999,"Delhi, India",11-Aug-14,Platinum,Fuel,M,129462
8444,"Ahmedabad, India",11-Aug-14,Silver,Entertainment,M,247847
9767,"Ahmedabad, India",11-Aug-14,Platinum,Grocery,M,91743
9782,"Greater Mumbai, India",11-Aug-14,Signature,Grocery,M,184686
10189,"Delhi, India",11-Aug-14,Gold,Entertainment,M,210754
10343,"Ahmedabad, India",11-Aug-14,Gold,Entertainment,F,149276
10998,"Bengaluru, India",11-Aug-14,Silver,Bills,F,154210
11254,"Bengaluru, India",11-Aug-14,Signature,Entertainment,M,205257
11615,"Greater Mumbai, India",11-Aug-14,Signature,Bills,M,201034
11740,"Bengaluru, India",11-Aug-14,Platinum,Bills,M,79518
11968,"Ahmedabad, India",11-Aug-14,Platinum,Food,F,206947
12051,"Bengaluru, India",11-Aug-14,Silver,Fuel,F,70263
12812,"Delhi, India",11-Aug-14,Signature,Fuel,M,254071
12977,"Delhi, India",11-Aug-14,Gold,Fuel,M,1206
14557,"Sankarankoil, India",11-Aug-14,Signature,Fuel,M,197840
14609,"Manavadar, India",11-Aug-14,Platinum,Fuel,F,227282
14948,"Nilanga, India",11-Aug-14,Gold,Food,M,233137
14972,"Goalpara, India",11-Aug-14,Signature,Fuel,F,191204
15338,"Yellandu, India",11-Aug-14,Signature,Fuel,F,93551
15359,"Lucknow, India",11-Aug-14,Gold,Grocery,F,281556
15360,"Charkhi Dadri, India",11-Aug-14,Gold,Bills,M,232899
15769,"Mattannur, India",11-Aug-14,Gold,Grocery,F,134740
15841,"Sholingur, India",11-Aug-14,Signature,Grocery,F,125661
15976,"Bharatpur, India",11-Aug-14,Signature,Food,F,291859
16471,"Udaipurwati, India",11-Aug-14,Signature,Grocery,F,178599
16608,"Udaipurwati, India",11-Aug-14,Signature,Bills,M,290881
16629,"Jabalpur, India",11-Aug-14,Gold,Entertainment,M,133281
16757,"Pappinisseri, India",11-Aug-14,Signature,Bills,M,2420
17138,"Darbhanga, India",11-Aug-14,Silver,Fuel,M,81714
19010,"Barpeta, India",11-Aug-14,Signature,Bills,F,270879
19048,"Sagar, India",11-Aug-14,Signature,Entertainment,F,215136
19819,"Nabarangapur, India",11-Aug-14,Platinum,Grocery,M,164846
20818,"Surat, India",11-Aug-14,Gold,Fuel,F,181037
21036,"Kanpur, India",11-Aug-14,Silver,Grocery,M,236832
21042,"Jaipur, India",11-Aug-14,Gold,Fuel,F,151553
21515,"Pune, India",11-Aug-14,Gold,Food,F,106329
21608,"Hyderabad, India",11-Aug-14,Signature,Entertainment,F,250190
22281,"Lucknow, India",11-Aug-14,Platinum,Bills,M,276080
22408,"Jaipur, India",11-Aug-14,Silver,Fuel,M,249567
22963,"Chennai, India",11-Aug-14,Silver,Food,M,30670
22979,"Surat, India",11-Aug-14,Platinum,Fuel,M,61750
23158,"Chennai, India",11-Aug-14,Signature,Food,F,43430
23704,"Lucknow, India",11-Aug-14,Platinum,Grocery,F,216336
23709,"Kolkata, India",11-Aug-14,Gold,Grocery,M,274198
24043,"Lucknow, India",11-Aug-14,Silver,Fuel,M,285667
24269,"Kanpur, India",11-Aug-14,Platinum,Food,F,98673
24696,"Kolkata, India",11-Aug-14,Platinum,Grocery,M,254630
25090,"Chennai, India",11-Aug-14,Silver,Entertainment,F,90433
25518,"Pune, India",11-Aug-14,Signature,Travel,M,66117
3107,"Delhi, India",10-Aug-14,Silver,Grocery,F,235080
3577,"Delhi, India",10-Aug-14,Signature,Bills,M,121731
3826,"Greater Mumbai, India",10-Aug-14,Platinum,Bills,F,229546
3864,"Greater Mumbai, India",10-Aug-14,Gold,Bills,M,72408
3945,"Delhi, India",10-Aug-14,Platinum,Fuel,M,157806
3977,"Ahmedabad, India",10-Aug-14,Silver,Entertainment,F,94085
4010,"Bengaluru, India",10-Aug-14,Silver,Bills,F,228355
4354,"Ahmedabad, India",10-Aug-14,Signature,Entertainment,F,100620
4533,"Bengaluru, India",10-Aug-14,Silver,Bills,M,41993
4541,"Ahmedabad, India",10-Aug-14,Platinum,Entertainment,M,5468
5912,"Bengaluru, India",10-Aug-14,Platinum,Fuel,M,84033
6209,"Delhi, India",10-Aug-14,Silver,Grocery,F,120916
7849,"Delhi, India",10-Aug-14,Platinum,Food,F,151970
8551,"Ahmedabad, India",10-Aug-14,Gold,Entertainment,M,64391
8577,"Delhi, India",10-Aug-14,Silver,Food,M,140325
9119,"Bengaluru, India",10-Aug-14,Platinum,Fuel,F,173968
9388,"Delhi, India",10-Aug-14,Signature,Fuel,F,31522
9461,"Greater Mumbai, India",10-Aug-14,Silver,Fuel,M,282737
9936,"Bengaluru, India",10-Aug-14,Signature,Bills,F,133199
9975,"Bengaluru, India",10-Aug-14,Platinum,Bills,F,20186
10490,"Greater Mumbai, India",10-Aug-14,Silver,Grocery,F,209121
10795,"Greater Mumbai, India",10-Aug-14,Signature,Fuel,M,262142
10989,"Ahmedabad, India",10-Aug-14,Signature,Fuel,F,4700
11223,"Greater Mumbai, India",10-Aug-14,Signature,Food,M,236154
11429,"Delhi, India",10-Aug-14,Platinum,Fuel,M,55965
11935,"Delhi, India",10-Aug-14,Gold,Fuel,M,167447
12934,"Ahmedabad, India",10-Aug-14,Platinum,Fuel,M,17769
13319,"Ahmedabad, India",10-Aug-14,Platinum,Food,M,22361
13592,"Bengaluru, India",10-Aug-14,Silver,Fuel,F,175034
14318,"Jhansi, India",10-Aug-14,Platinum,Entertainment,F,142857
14610,"Tiruchendur, India",10-Aug-14,Silver,Entertainment,F,218922
17602,"Noorpur, India",10-Aug-14,Signature,Fuel,M,299613
18017,"Ottappalam, India",10-Aug-14,Platinum,Grocery,M,250704
18273,"Siana, India",10-Aug-14,Gold,Bills,F,204167
18393,"Sahaswan, India",10-Aug-14,Gold,Food,F,251045
18413,"Ganjbasoda, India",10-Aug-14,Signature,Entertainment,M,50390
19315,"Vyara, India",10-Aug-14,Platinum,Bills,F,68215
